timestamp,layout.dim,layout.data_offset,data
1742656844279532758,"[std_msgs.msg.MultiArrayDimension(label='rows', size=11, stride=4), std_msgs.msg.MultiArrayDimension(label='cols', size=4, stride=1)]",0,"array('f', [5.0, 0.4000000059604645, 0.0, 0.0, 4.0, 1.9500000476837158, 0.0, 0.0, 6.0, 0.0, 0.0, 1.5707963705062866, 3.0, 1.9500000476837158, 0.4000000059604645, 1.5707963705062866, 6.0, 0.0, 0.0, 3.1415927410125732, 4.0, 0.4000000059604645, 0.4000000059604645, 3.1415927410125732, 6.0, 0.0, 0.0, -1.5707963705062866, 3.0, 0.4000000059604645, 0.05000000074505806, -1.5707963705062866, 6.0, 0.0, 0.0, 0.0, 2.0, -0.44999998807907104, 0.0, -0.12999999523162842, 7.0, 0.0, 0.0, 0.0])"
