timestamp,layout.dim,layout.data_offset,data
1742664810433583243,"[std_msgs.msg.MultiArrayDimension(label='rows', size=11, stride=4), std_msgs.msg.MultiArrayDimension(label='cols', size=4, stride=1)]",0,"array('f', [5.0, 0.4000000059604645, 0.0, 0.0, 5.0, 1.600000023841858, 0.0, 0.0, 6.0, 0.0, 0.0, 1.5707963705062866, 3.0, 1.600000023841858, 0.4000000059604645, 1.5707963705062866, 6.0, 0.0, 0.0, 3.1415927410125732, 5.0, 0.4000000059604645, 0.4000000059604645, 3.1415927410125732, 6.0, 0.0, 0.0, -1.5707963705062866, 3.0, 0.4000000059604645, 0.0, -1.5707963705062866, 6.0, 0.0, 0.0, 0.0, 2.0, -0.4000000059604645, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0])"
1742664856523201532,0,array('f')
