timestamp,stamp.sec,stamp.nanosec,node,new_parameters
1742664701565585748,1742664701,565348820,/decisions,"[rcl_interfaces.msg.Parameter(name='use_sim_time', value=rcl_interfaces.msg.ParameterValue(type=1, bool_value=False, integer_value=0, double_value=0.0, string_value='', byte_array_value=[], bool_array_value=[], integer_array_value=[], double_array_value=[], string_array_value=[]))]"
1742664701579855837,1742664701,579569817,/decisions,"[rcl_interfaces.msg.Parameter(name='start_type_description_service', value=rcl_interfaces.msg.ParameterValue(type=1, bool_value=True, integer_value=0, double_value=0.0, string_value='', byte_array_value=[], bool_array_value=[], integer_array_value=[], double_array_value=[], string_array_value=[]))]"
