timestamp,header.stamp.sec,header.stamp.nanosec,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1742663453565951187,1742663453,563381966,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663453614368328,1742663453,613254302,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663453664511666,1742663453,662907785,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663453715087822,1742663453,713518275,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663453764253265,1742663453,763256277,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663453813813358,1742663453,812845000,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663453864402569,1742663453,863263432,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663453913839773,1742663453,912876618,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663453965289416,1742663453,963757980,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663454013805262,1742663454,12850959,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663454064306250,1742663454,63276188,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663454114118141,1742663454,113196098,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663454165052855,1742663454,163597438,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663454203816060,1742663454,202834720,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663454253961232,1742663454,252890039,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663454303983013,1742663454,302870154,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663454355979067,1742663454,352928380,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663454403989465,1742663454,402886624,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663454454245544,1742663454,452905739,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663454504090880,1742663454,502960483,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663454553877104,1742663454,552875727,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663454603751977,1742663454,602837156,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663454654246669,1742663454,652975605,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663454703809077,1742663454,702905867,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663454753922248,1742663454,752929352,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663454803823343,1742663454,802856059,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663454854433907,1742663454,852801062,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663454903794813,1742663454,902875640,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663454953937651,1742663454,952818495,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663455004084915,1742663455,3154909,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663455054004788,1742663455,52896410,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742663455104272515,1742663455,102857506,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
