timestamp,header.stamp.sec,header.stamp.nanosec,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1742665589374897820,1742665589,373559709,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742665589425120061,1742665589,423580116,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742665589474665487,1742665589,473665764,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742665589524374209,1742665589,523431746,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742665589574665098,1742665589,573670875,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742665589624524190,1742665589,623561116,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742665589675229486,1742665589,673527116,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742665589724442653,1742665589,723509375,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742665589764538894,1742665589,763524801,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742665589814360616,1742665589,813449968,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742665589864912505,1742665589,863618671,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742665589914700857,1742665589,913640171,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742665589965267727,1742665589,963711727,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742665590014325079,1742665590,13423560,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742665590064397245,1742665590,63463819,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742665590114288468,1742665590,113418838,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742665590164311338,1742665590,163413634,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742665590214757245,1742665590,213440949,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742665590264517023,1742665590,263475264,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742665590314492301,1742665590,313542190,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
