timestamp,header.stamp.sec,header.stamp.nanosec,header.frame_id,magnetic_field.x,magnetic_field.y,magnetic_field.z,magnetic_field_covariance
1742665774857420395,1742665774,843167506,imu_link,5.875,32.6875,-24.25,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665774880506043,1742665774,862109061,imu_link,5.3125,32.4375,-23.25,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665774887224209,1742665774,882668487,imu_link,5.3125,32.4375,-23.25,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665774925713802,1742665774,902187524,imu_link,7.0625,33.9375,-25.9375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665774929858413,1742665774,927353746,imu_link,7.0625,33.9375,-25.9375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665774954594117,1742665774,942349876,imu_link,7.0625,33.9375,-25.9375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665774978105450,1742665774,962302357,imu_link,7.0625,33.9375,-25.9375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665774986494265,1742665774,982054709,imu_link,7.0625,33.9375,-25.9375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775024499024,1742665775,2143283,imu_link,5.9375,33.0,-24.3125,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775034432265,1742665775,30385006,imu_link,5.9375,33.0,-24.3125,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775049878506,1742665775,42059024,imu_link,5.9375,33.0,-24.3125,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775077572561,1742665775,62204320,imu_link,5.3125,32.25,-25.6875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775086735802,1742665775,82214598,imu_link,5.3125,32.25,-25.6875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775127546043,1742665775,102127765,imu_link,6.5,32.625,-25.5625,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775131496394,1742665775,128623543,imu_link,6.5,32.625,-25.5625,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775151029765,1742665775,143162894,imu_link,6.5,32.625,-25.5625,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775176559394,1742665775,162222894,imu_link,6.3125,32.75,-24.75,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775189680302,1742665775,182063302,imu_link,6.3125,32.75,-24.75,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775206713246,1742665775,202093394,imu_link,6.3125,32.75,-24.75,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775237468913,1742665775,222327598,imu_link,6.5,32.0625,-25.875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775254901635,1742665775,242367357,imu_link,6.5,32.0625,-25.875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775276946117,1742665775,262759265,imu_link,5.875,31.875,-24.875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775289375339,1742665775,282340728,imu_link,5.875,31.875,-24.875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775306756765,1742665775,302237802,imu_link,5.875,31.875,-24.875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775337435765,1742665775,322121283,imu_link,6.6875,33.0625,-26.5,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775355546561,1742665775,342068061,imu_link,6.6875,33.0625,-26.5,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775379211820,1742665775,362074542,imu_link,6.5625,33.25,-25.75,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775386498931,1742665775,382050228,imu_link,6.5625,33.25,-25.75,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775423482153,1742665775,402179987,imu_link,5.1875,32.375,-24.875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775428396968,1742665775,424976839,imu_link,5.1875,32.375,-24.875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775455073876,1742665775,442176228,imu_link,5.1875,32.375,-24.875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775477661098,1742665775,462100376,imu_link,5.5,32.625,-24.1875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775486532653,1742665775,482058653,imu_link,5.5,32.625,-24.1875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775523939042,1742665775,502164005,imu_link,6.125,32.3125,-25.875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775528271709,1742665775,525521302,imu_link,6.125,32.3125,-25.875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775555414135,1742665775,542397635,imu_link,6.125,32.3125,-25.875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775577110579,1742665775,562566061,imu_link,7.3125,33.5625,-25.5,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775586976227,1742665775,582841857,imu_link,7.3125,33.5625,-25.5,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775624410487,1742665775,602395413,imu_link,5.3125,32.8125,-25.375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775633856709,1742665775,629091227,imu_link,5.3125,32.8125,-25.375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775649499968,1742665775,642343635,imu_link,5.3125,32.8125,-25.375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775676976061,1742665775,662479690,imu_link,5.8125,33.4375,-27.625,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775686899450,1742665775,682385616,imu_link,5.8125,33.4375,-27.625,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775727238283,1742665775,702177042,imu_link,6.0625,32.5625,-25.5,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775732486301,1742665775,728299172,imu_link,6.0625,32.5625,-25.5,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775749399505,1742665775,742349487,imu_link,6.0625,32.5625,-25.5,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775776837320,1742665775,762250801,imu_link,6.0,33.625,-26.4375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775793642542,1742665775,782048098,imu_link,6.0,33.625,-26.4375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1742665775806741505,1742665775,802193764,imu_link,6.0,33.625,-26.4375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
