timestamp,header.stamp.sec,header.stamp.nanosec,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1742667050225475079,1742667050,224110986,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667050275880745,1742667050,274116338,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667050325160338,1742667050,324271264,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667050375559468,1742667050,374189356,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667050424987023,1742667050,424054301,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667050474996560,1742667050,474046931,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667050524890968,1742667050,524021449,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667050574899560,1742667050,574005060,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667050625235504,1742667050,624172042,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667050675080541,1742667050,674109319,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667050715356949,1742667050,714037819,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667050766110208,1742667050,764591264,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667050814926393,1742667050,814013375,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667050865023245,1742667050,864058430,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667050915152930,1742667050,914081264,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667050964969652,1742667050,964030115,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667051015893245,1742667051,14416708,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667051064953763,1742667051,64014189,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667051114961486,1742667051,114030041,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667051165000245,1742667051,164090467,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667051214987115,1742667051,214055152,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667051266228578,1742667051,264404134,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667051315341967,1742667051,314054393,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667051364940948,1742667051,364038837,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667051418520060,1742667051,416524374,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667051464995911,1742667051,464072134,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667051515750578,1742667051,514355874,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667051565134411,1742667051,564156022,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667051615060022,1742667051,614078504,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667051655497245,1742667051,654047226,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667051705185245,1742667051,704147133,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667051755056430,1742667051,754112745,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667051805042300,1742667051,804124133,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667051854969948,1742667051,854033874,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667051904934448,1742667051,903990874,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667051954979800,1742667051,954056967,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667052004976522,1742667052,4019837,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667052055004281,1742667052,54098596,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667052104910059,1742667052,104022448,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667052154999763,1742667052,154012115,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667052205041078,1742667052,204024170,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667052254950615,1742667052,254017892,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667052305123503,1742667052,304166670,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667052354979892,1742667052,354050578,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667052405120429,1742667052,404000652,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667052455064670,1742667052,454070503,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667052505270170,1742667052,504062614,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667052555108133,1742667052,554092503,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667052604944503,1742667052,604061411,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667052645282929,1742667052,644200244,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667052695288355,1742667052,694155781,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667052745499059,1742667052,744079485,odom,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1742667052795143170,1742667052,794171837,odom,0.00047016301014340413,0.0,0.0,0.0,0.0,0.0,1.0
1742667052845233188,1742667052,844168485,odom,0.007123991697172882,0.0,0.0,0.0,0.0,0.001521829356600994,0.9999997105044401
1742667052895200003,1742667052,894054892,odom,0.014820346842268746,1.171254824058438e-05,0.0,0.0,0.0,0.004935662778165385,0.999996954905663
1742667052945919077,1742667052,944404151,odom,0.02245529229208974,4.939637031335648e-05,0.0,0.0,0.0,0.01007697817208766,0.9999873068407177
1742667052995126114,1742667052,994039818,odom,0.030141045171155137,0.0001268481559559906,0.0,0.0,0.0,0.016740122922610925,0.9999649712400712
1742667053044897910,1742667053,44014355,odom,0.03797940391193494,0.0002580755030387077,0.0,0.0,0.0,0.024678313890826913,0.9999238735688301
1742667053095225836,1742667053,94060466,odom,0.04588799875012779,0.00045328591946243544,0.0,0.0,0.0,0.033644767937827356,0.999858507035637
1742667053145032503,1742667053,144092336,odom,0.0538149556551489,0.0007200872229765143,0.0,0.0,0.0,0.043187049308947095,0.9997668689054127
1742667053195623040,1742667053,194416429,odom,0.061749217218218466,0.0010629577598797813,0.0,0.0,0.0,0.05326402748103476,0.9996453888822187
1742667053245220855,1742667053,244093910,odom,0.06967962090001992,0.0014857629158908803,0.0,0.0,0.0,0.06350552774572794,0.9994959233477891
1742667053295058521,1742667053,294037336,odom,0.07761547893030471,0.001990412359692462,0.0,0.0,0.0,0.073952680626178,0.9993164530154697
1742667053345073577,1742667053,344169966,odom,0.08553543884025376,0.002577184701473628,0.0,0.0,0.0,0.08444096402977944,0.9991088478393736
1742667053395013318,1742667053,394006095,odom,0.09340807094801154,0.0032435418697290665,0.0,0.0,0.0,0.09484698638707813,0.9988757168786006
1742667053445674521,1742667053,444396521,odom,0.10124281782416908,0.003988880351032306,0.0,0.0,0.0,0.10504735612861991,0.9986209487016597
1742667053495122225,1742667053,494070595,odom,0.10904922532831954,0.0048119525692267755,0.0,0.0,0.0,0.1150832037775562,0.998344938765585
1742667053545160558,1742667053,544171521,odom,0.11686728627504733,0.005715673266356979,0.0,0.0,0.0,0.12503679038018972,0.9980463615802131
1742667053595219910,1742667053,594101003,odom,0.12470638825137578,0.00670098965438047,0.0,0.0,0.0,0.13503150750597465,0.9977216771494131
1742667053635121706,1742667053,634071521,odom,0.13256563457952436,0.0077687330051449035,0.0,0.0,0.0,0.14490283306230545,0.997376544011368
1742667053685385503,1742667053,684087855,odom,0.14042407194419515,0.008915480118429004,0.0,0.0,0.0,0.15465076704918207,0.9970118818599956
1742667053735122243,1742667053,734110836,odom,0.14824066085438325,0.010134051917912102,0.0,0.0,0.0,0.1641930484203018,0.9966319726575357
1742667053785760595,1742667053,784563632,odom,0.1560351826491456,0.011425484521945022,0.0,0.0,0.0,0.1734474161293619,0.9962418555333024
1742667053835485003,1742667053,834085188,odom,0.16380735187360856,0.012787230246936598,0.0,0.0,0.0,0.18249613122266511,0.9958397830330298
1742667053885163928,1742667053,884158206,odom,0.17156688102962686,0.014219247408189886,0.0,0.0,0.0,0.1913803242233628,0.9954251888486662
1742667053934907021,1742667053,933997614,odom,0.17932341614012343,0.015722088470783747,0.0,0.0,0.0,0.20005886460830358,0.9950012265195766
1742667053984970965,1742667053,984059651,odom,0.18706661684959627,0.017292187497152257,0.0,0.0,0.0,0.20857288290063886,0.9945670956127449
1742667054035114391,1742667054,34055762,odom,0.19481616806575203,0.018932387346610062,0.0,0.0,0.0,0.21692237910036863,0.9941238490737431
1742667054085546484,1742667054,84053484,odom,0.20254177307192744,0.02063503431821874,0.0,0.0,0.0,0.2250662226843415,0.9936748286610937
