Timestamp,Error,P_Term,I_Term,D_Term,Control_Output
1736873064.436926,0.3,0.06,0,0,0.06
1736873064.436926,0.0,0.0,0,0,0.0
1736873064.545193,0.23873034986313224,0.047746069972626454,0,0,0.047746069972626454
1736873064.545193,0.0,0.0,0,0,0.0
1736873064.6424348,0.2287478610755844,0.045749572215116885,0.01051490604162215,-0.044571245646881225,0.011693232609857808
1736873064.6424348,0.0,0.0,0.0,0.0,0.0
1736873064.739894,0.2289397519838017,0.04578795039676034,0.0090395575293651,-0.006712490441740559,0.048115017484384875
1736873064.739894,0.0,0.0,0.0,0.0,0.0
1736873064.837509,0.2355694150289429,0.04711388300578859,0.009015763836444543,0.0046590347682175575,0.06078868161045069
1736873064.837509,0.0,0.0,0.0,0.0,0.0
1736873064.9458497,0.23235831293585696,0.04647166258717139,0.009568243090926864,0.002551843132777518,0.058591748810875775
1736873064.9458497,0.0,0.0,0.0,0.0,0.0
1736873065.0432794,0.22896958861254074,0.045793917722508154,0.009560057738209605,-0.0042946756294727035,0.051059299831245054
1736873065.0432794,0.0,0.0,0.0,0.0,0.0
1736873065.140852,0.22590242723785844,0.045180485447571694,0.008934109591470498,-0.004414387387138796,0.049700207651903396
1736873065.140852,0.0,0.0,0.0,0.0,0.0
1736873065.2384005,0.22587171036068177,0.04517434207213636,0.008855169803093055,-0.0021166336491193127,0.0519128782261101
1736873065.2384005,0.0,0.0,0.0,0.0,0.0
1736873065.3359234,0.2289761197088761,0.04579522394177522,0.008852999071456555,0.0021011792816108283,0.056749402294842606
1736873065.3359234,0.0,0.0,0.0,0.0,0.0
1736873065.4443882,0.2292471656193598,0.04584943312387196,0.00939434109561002,0.0022887674304232814,0.05753254164990527
1736873065.4443882,0.0,0.0,0.0,0.0,0.0
1736873065.5419228,0.23502380857650118,0.04700476171530024,0.009520557281676561,0.004115035663376417,0.060640354660353224
1736873065.5419228,0.0,0.0,0.0,0.0,0.0
1736873065.639278,0.22887249665654014,0.04577449933130803,0.009005767559158306,-0.000263845973556232,0.054516420916910106
1736873065.639278,0.0,0.0,0.0,0.0,0.0
1736873065.7368252,0.22893676928741283,0.04578735385748257,0.009002332558334835,-0.004168360363145729,0.05062132605267167
1736873065.7368252,0.0,0.0,0.0,0.0,0.0
1736873065.8451366,0.2257914830830242,0.045158296616604844,0.009381678254568886,-0.001892031094773562,0.05264794377640017
1736873065.8451366,0.0,0.0,0.0,0.0,0.0
1736873065.9426289,0.22547223266710026,0.045094446533420054,0.00933250750894686,-0.0021542649249303705,0.052272689117436544
1736873065.9426289,0.0,0.0,0.0,0.0,0.0
1736873066.0401213,0.23230001209318693,0.04646000241863739,0.008885639019587147,0.0044506141018205705,0.059796255540045105
1736873066.0401213,0.0,0.0,0.0,0.0,0.0
1736873066.1376245,0.22898044140164206,0.04579608828032841,0.008927586631712829,0.0023992021447873145,0.05712287705682856
1736873066.1376245,0.0,0.0,0.0,0.0,0.0
1736873066.2459629,0.2354220119878984,0.04708440239757968,0.009560679331822823,0.00169414214912927,0.05833922387853177
1736873066.2459629,0.0,0.0,0.0,0.0,0.0
1736873066.343514,0.22910760523687557,0.045821521047375115,0.009519088226625581,-0.00035142146914077433,0.054989187804859924
1736873066.343514,0.0,0.0,0.0,0.0,0.0
1736873066.4410257,0.22588432042866896,0.04517686408573379,0.008978284472157783,-0.006518967274210363,0.04763618128368121
1736873066.4410257,0.0,0.0,0.0,0.0,0.0
1736873066.538552,0.22909220651220646,0.045818441302441296,0.00889483612620103,-1.0845902012758074e-05,0.05470243152662957
1736873066.538552,0.0,0.0,0.0,0.0,0.0
1736873066.6360822,0.23223268511098288,0.04644653702219658,0.00893629138517355,0.004339513913390834,0.059722342320760964
1736873066.6360822,0.0,0.0,0.0,0.0,0.0
1736873066.744415,0.22900434651392818,0.04580086930278564,0.009474213124417187,0.00015999971848495813,0.055435082145687785
1736873066.744415,0.0,0.0,0.0,0.0,0.0
1736873066.8419251,0.23219633858417127,0.04643926771683426,0.009515893681596542,0.00019565765170584165,0.05615081905013664
1736873066.8419251,0.0,0.0,0.0,0.0,0.0
1736873066.9394133,0.23217849860281778,0.04643569972056356,0.009013844749626234,0.0021701344404145345,0.05761967891060433
1736873066.9394133,0.0,0.0,0.0,0.0,0.0
1736873067.0369213,0.22896771141696146,0.045793542283392295,0.009013277808632234,-0.0022074281736297273,0.05259939191839481
1736873067.0369213,0.0,0.0,0.0,0.0,0.0
1736873067.1452456,0.22581133297536676,0.04516226659507336,0.009426531609186332,-0.004137780333717044,0.05045101787054264
1736873067.1452456,0.0,0.0,0.0,0.0,0.0
1736873067.2427268,0.2290405072123561,0.04580810144247122,0.00938226022446842,0.0002658496282781852,0.05545621129521783
1736873067.2427268,0.0,0.0,0.0,0.0,0.0
1736873067.340316,0.22906756381542928,0.04581351276308586,0.008894179576519216,0.002226884864887911,0.056934577204492985
1736873067.340316,0.0,0.0,0.0,0.0,0.0
1736873067.4378915,0.23543595903220887,0.047087191806441775,0.00902369217409312,0.004369571742674788,0.06048045572320968
1736873067.4378915,0.0,0.0,0.0,0.0,0.0
1736873067.535454,0.23222168590564113,0.046444337181128226,0.009063823186725514,0.002154695527615469,0.05766285589546921
1736873067.535454,0.0,0.0,0.0,0.0,0.0
1736873067.6438804,0.2322173505021071,0.04644347010042142,0.00961109482390381,-0.002199058545138598,0.05385550637918663
1736873067.6438804,0.0,0.0,0.0,0.0,0.0
1736873067.7414525,0.2257795318325157,0.04515590636650314,0.009478937020027067,-0.004401346668498518,0.05023349671803169
1736873067.7414525,0.0,0.0,0.0,0.0,0.0
1736873067.8389823,0.22910849303441688,0.04582169860688338,0.008937041600858701,-0.002123169117117995,0.052635571090624084
1736873067.8389823,0.0,0.0,0.0,0.0,0.0
1736873067.9367003,0.22913928804978362,0.045827857609956724,0.008903665368332748,0.002296521354136516,0.05702804433242598
1736873067.9367003,0.0,0.0,0.0,0.0,0.0
1736873068.0449867,0.2291428370280036,0.04582856740560072,0.009440352146379682,2.319438668747419e-05,0.055292113938667876
1736873068.0449867,0.0,0.0,0.0,0.0,0.0
1736873068.1424348,0.23230151611392214,0.04646030322278443,0.009471788877937875,0.0021631107127447436,0.05809520281346705
1736873068.1424348,0.0,0.0,0.0,0.0,0.0
1736873068.2399883,0.23225610240472438,0.04645122048094488,0.009018186021385719,0.00212989066336776,0.05759929716569836
1736873068.2399883,0.0,0.0,0.0,0.0,0.0
1736873068.3376126,0.22906347640654767,0.04581269528130954,0.009025283332168779,-0.0022112516846654945,0.052626726928812824
1736873068.3376126,0.0,0.0,0.0,0.0,0.0
1736873068.4458787,0.22911233570283598,0.0458224671405672,0.009476889217606877,-0.0021501307064929875,0.05314922565168109
1736873068.4458787,0.0,0.0,0.0,0.0,0.0
1736873068.543613,0.2260414366159476,0.045208287323189524,0.009396607451150438,-0.0020646426106709806,0.052540252163668984
1736873068.543613,0.0,0.0,0.0,0.0,0.0
1736873068.6410005,0.22897860766546424,0.04579572153309285,0.00889926870609099,-8.408520379041089e-05,0.054610905035393426
1736873068.6410005,0.0,0.0,0.0,0.0,0.0
1736873068.738574,0.23234129198618858,0.04646825839723772,0.008933914081227994,0.004308179246880508,0.05971035172534622
1736873068.738574,0.0,0.0,0.0,0.0,0.0
1736873068.8361006,0.23549340471821123,0.04709868094364225,0.009063230828568405,0.004452238329483184,0.06061415010169384
