timestamp,layout.data_offset,data
1742662962031367230,0,"array('i', [42493, 35335])"
1742662962080280453,0,"array('i', [42493, 35335])"
1742662962130185149,0,"array('i', [42493, 35335])"
1742662962180207865,0,"array('i', [42493, 35335])"
1742662962230155839,0,"array('i', [42493, 35335])"
1742662962280138036,0,"array('i', [42493, 35335])"
1742662962330315308,0,"array('i', [42493, 35335])"
1742662962370211257,0,"array('i', [42493, 35335])"
1742662962420226343,0,"array('i', [42493, 35335])"
1742662962470245874,0,"array('i', [42493, 35335])"
1742662962520120106,0,"array('i', [42493, 35335])"
1742662962570379491,0,"array('i', [42493, 35335])"
1742662962620122130,0,"array('i', [42493, 35335])"
1742662962670444385,0,"array('i', [42493, 35335])"
1742662962720155375,0,"array('i', [42493, 35335])"
1742662962770143554,0,"array('i', [42493, 35335])"
1742662962820650219,0,"array('i', [42493, 35335])"
1742662962870363246,0,"array('i', [42493, 35335])"
1742662962920108144,0,"array('i', [42493, 35335])"
1742662962970153063,0,"array('i', [42493, 35335])"
1742662963020172427,0,"array('i', [42493, 35335])"
1742662963070276532,0,"array('i', [42493, 35335])"
1742662963120183801,0,"array('i', [42493, 35335])"
1742662963170183535,0,"array('i', [42493, 35335])"
1742662963220174379,0,"array('i', [42493, 35335])"
1742662963270110297,0,"array('i', [42493, 35335])"
1742662963320234198,0,"array('i', [42493, 35335])"
1742662963360297889,0,"array('i', [42493, 35335])"
1742662963410208696,0,"array('i', [42493, 35335])"
1742662963460280708,0,"array('i', [42493, 35335])"
1742662963510173255,0,"array('i', [42493, 35335])"
1742662963560149710,0,"array('i', [42493, 35335])"
1742662963610243667,0,"array('i', [42493, 35335])"
1742662963660178011,0,"array('i', [42493, 35335])"
1742662963710349450,0,"array('i', [42493, 35335])"
1742662963760115551,0,"array('i', [42493, 35335])"
1742662963810122266,0,"array('i', [42493, 35335])"
1742662963860205852,0,"array('i', [42493, 35335])"
1742662963910155215,0,"array('i', [42493, 35335])"
1742662963960439414,0,"array('i', [42493, 35335])"
1742662964010143015,0,"array('i', [42493, 35335])"
1742662964060172600,0,"array('i', [42493, 35335])"
1742662964110174666,0,"array('i', [42493, 35335])"
1742662964160110731,0,"array('i', [42493, 35335])"
1742662964210484431,0,"array('i', [42493, 35335])"
1742662964260154846,0,"array('i', [42493, 35335])"
1742662964300199129,0,"array('i', [42493, 35335])"
1742662964350193806,0,"array('i', [42493, 35335])"
1742662964400190465,0,"array('i', [42493, 35335])"
1742662964450127401,0,"array('i', [42493, 35335])"
1742662964500178968,0,"array('i', [42493, 35335])"
1742662964550112181,0,"array('i', [42493, 35335])"
1742662964600091581,0,"array('i', [42493, 35335])"
1742662964650178444,0,"array('i', [42493, 35335])"
1742662964700525273,0,"array('i', [42493, 35335])"
1742662964750141521,0,"array('i', [42493, 35335])"
1742662964800161958,0,"array('i', [42493, 35335])"
1742662964850147190,0,"array('i', [42493, 35335])"
1742662964900142071,0,"array('i', [42493, 35335])"
1742662964950221046,0,"array('i', [42493, 35335])"
1742662965000189871,0,"array('i', [42493, 35335])"
1742662965050145029,0,"array('i', [42493, 35335])"
1742662965100088742,0,"array('i', [42493, 35335])"
1742662965150133253,0,"array('i', [42493, 35335])"
1742662965200141930,0,"array('i', [42493, 35335])"
1742662965240100489,0,"array('i', [42493, 35335])"
1742662965290171482,0,"array('i', [42493, 35335])"
1742662965340267382,0,"array('i', [42493, 35335])"
1742662965390647322,0,"array('i', [42493, 35335])"
1742662965440218624,0,"array('i', [42493, 35335])"
1742662965490143782,0,"array('i', [42493, 35335])"
1742662965540167551,0,"array('i', [42493, 35335])"
1742662965590181154,0,"array('i', [42493, 35335])"
1742662965640255721,0,"array('i', [42493, 35335])"
1742662965690192934,0,"array('i', [42493, 35335])"
1742662965740211037,0,"array('i', [42493, 35335])"
1742662965790572143,0,"array('i', [42493, 35335])"
1742662965840156001,0,"array('i', [42493, 35335])"
1742662965890685517,0,"array('i', [42493, 35335])"
1742662965940143818,0,"array('i', [42493, 35335])"
1742662965990174458,0,"array('i', [42493, 35335])"
1742662966040300598,0,"array('i', [42493, 35335])"
1742662966090200070,0,"array('i', [42493, 35335])"
1742662966140298173,0,"array('i', [42493, 35335])"
1742662966180279214,0,"array('i', [42493, 35335])"
1742662966230176167,0,"array('i', [42493, 35335])"
1742662966280444754,0,"array('i', [42493, 35335])"
1742662966330404763,0,"array('i', [42493, 35335])"
1742662966380406051,0,"array('i', [42493, 35335])"
1742662966435590296,0,"array('i', [42493, 35335])"
1742662966480165420,0,"array('i', [42493, 35335])"
1742662966530185689,0,"array('i', [42493, 35335])"
1742662966580129161,0,"array('i', [42493, 35335])"
1742662966630097096,0,"array('i', [42493, 35335])"
1742662966680176107,0,"array('i', [42493, 35335])"
1742662966730088708,0,"array('i', [42493, 35335])"
1742662966780290664,0,"array('i', [42493, 35335])"
1742662966830092542,0,"array('i', [42493, 35335])"
1742662966880113034,0,"array('i', [42493, 35335])"
1742662966930129821,0,"array('i', [42493, 35335])"
1742662966980162165,0,"array('i', [42493, 35335])"
1742662967030281509,0,"array('i', [42493, 35335])"
1742662967080653596,0,"array('i', [42493, 35335])"
1742662967130861477,0,"array('i', [42493, 35335])"
1742662967173476581,0,"array('i', [42493, 35335])"
1742662967220453319,0,"array('i', [42493, 35335])"
1742662967270162437,0,"array('i', [42493, 35335])"
1742662967320576820,0,"array('i', [42493, 35335])"
1742662967370121177,0,"array('i', [42493, 35335])"
1742662967420218335,0,"array('i', [42493, 35335])"
1742662967470227622,0,"array('i', [42493, 35335])"
1742662967520095353,0,"array('i', [42493, 35335])"
1742662967570253345,0,"array('i', [42493, 35335])"
1742662967620102853,0,"array('i', [42493, 35335])"
1742662967670129177,0,"array('i', [42493, 35335])"
1742662967720194001,0,"array('i', [42493, 35335])"
1742662967770115417,0,"array('i', [42493, 35335])"
1742662967820185983,0,"array('i', [42493, 35335])"
1742662967870118121,0,"array('i', [42493, 35335])"
1742662967920119741,0,"array('i', [42493, 35335])"
1742662967970159955,0,"array('i', [42493, 35335])"
1742662968020133797,0,"array('i', [42493, 35335])"
1742662968070205676,0,"array('i', [42493, 35335])"
1742662968120120036,0,"array('i', [42493, 35335])"
1742662968170189731,0,"array('i', [42493, 35335])"
1742662968210347921,0,"array('i', [42493, 35335])"
1742662968260154428,0,"array('i', [42493, 35335])"
1742662968310251234,0,"array('i', [42493, 35335])"
1742662968360228483,0,"array('i', [42493, 35335])"
1742662968410102416,0,"array('i', [42493, 35335])"
1742662968460601393,0,"array('i', [42493, 35335])"
1742662968510147675,0,"array('i', [42493, 35335])"
1742662968560187480,0,"array('i', [42493, 35335])"
1742662968610150748,0,"array('i', [42493, 35335])"
1742662968660155127,0,"array('i', [42493, 35335])"
1742662968710363156,0,"array('i', [42493, 35335])"
1742662968760206460,0,"array('i', [42493, 35335])"
1742662968810190839,0,"array('i', [42493, 35335])"
1742662968860172755,0,"array('i', [42493, 35335])"
1742662968910187819,0,"array('i', [42493, 35335])"
1742662968960174068,0,"array('i', [42493, 35335])"
1742662969010179688,0,"array('i', [42493, 35335])"
1742662969060172863,0,"array('i', [42493, 35335])"
1742662969100323904,0,"array('i', [42493, 35335])"
1742662969150136948,0,"array('i', [42493, 35335])"
1742662969200109160,0,"array('i', [42493, 35335])"
1742662969250161742,0,"array('i', [42493, 35335])"
1742662969300116232,0,"array('i', [42493, 35335])"
1742662969350358483,0,"array('i', [42493, 35335])"
1742662969400193879,0,"array('i', [42493, 35335])"
1742662969450107886,0,"array('i', [42493, 35335])"
1742662969500183876,0,"array('i', [42493, 35335])"
1742662969550194866,0,"array('i', [42493, 35335])"
1742662969600480766,0,"array('i', [42493, 35335])"
1742662969650207920,0,"array('i', [42493, 35335])"
