timestamp,layout.data_offset,data
1742667635440966137,0,"array('i', [57731, 50480])"
1742667635489038823,0,"array('i', [57731, 50480])"
1742667635538912452,0,"array('i', [57731, 50480])"
1742667635588973322,0,"array('i', [57731, 50480])"
1742667635628921711,0,"array('i', [57731, 50480])"
1742667635678895100,0,"array('i', [57731, 50480])"
1742667635729269267,0,"array('i', [57731, 50480])"
1742667635778934804,0,"array('i', [57731, 50480])"
1742667635828877545,0,"array('i', [57731, 50480])"
1742667635878943545,0,"array('i', [57731, 50480])"
1742667635928864359,0,"array('i', [57731, 50480])"
1742667635978930489,0,"array('i', [57731, 50480])"
1742667636029023044,0,"array('i', [57731, 50480])"
1742667636079020693,0,"array('i', [57731, 50480])"
1742667636128941248,0,"array('i', [57731, 50480])"
1742667636178936026,0,"array('i', [57731, 50480])"
1742667636229050674,0,"array('i', [57731, 50480])"
1742667636278968526,0,"array('i', [57731, 50480])"
1742667636328882211,0,"array('i', [57731, 50480])"
1742667636379032618,0,"array('i', [57731, 50480])"
1742667636428965063,0,"array('i', [57731, 50480])"
1742667636478971081,0,"array('i', [57731, 50480])"
1742667636519534859,0,"array('i', [57731, 50480])"
1742667636568932359,0,"array('i', [57731, 50480])"
1742667636619130970,0,"array('i', [57731, 50480])"
1742667636668948433,0,"array('i', [57731, 50480])"
1742667636718912544,0,"array('i', [57731, 50480])"
1742667636768953248,0,"array('i', [57731, 50480])"
1742667636818913988,0,"array('i', [57731, 50480])"
1742667636869256007,0,"array('i', [57731, 50480])"
1742667636919115470,0,"array('i', [57731, 50480])"
1742667636968900525,0,"array('i', [57731, 50480])"
1742667637019106896,0,"array('i', [57731, 50480])"
1742667637068989377,0,"array('i', [57731, 50480])"
1742667637119203136,0,"array('i', [57731, 50480])"
1742667637168940877,0,"array('i', [57731, 50480])"
1742667637218935544,0,"array('i', [57731, 50480])"
1742667637268924414,0,"array('i', [57731, 50480])"
1742667637318915247,0,"array('i', [57731, 50480])"
1742667637369097581,0,"array('i', [57731, 50480])"
1742667637418929136,0,"array('i', [57731, 50480])"
1742667637468877451,0,"array('i', [57731, 50480])"
1742667637509197321,0,"array('i', [57731, 50480])"
1742667637558903895,0,"array('i', [57731, 50480])"
1742667637608985488,0,"array('i', [57731, 50480])"
1742667637658987840,0,"array('i', [57731, 50480])"
1742667637708958469,0,"array('i', [57731, 50480])"
1742667637759074229,0,"array('i', [57731, 50480])"
1742667637808919914,0,"array('i', [57731, 50480])"
1742667637858930247,0,"array('i', [57731, 50480])"
1742667637908939951,0,"array('i', [57731, 50480])"
1742667637958980951,0,"array('i', [57731, 50480])"
1742667638009160914,0,"array('i', [57731, 50480])"
1742667638058910191,0,"array('i', [57731, 50480])"
1742667638108886636,0,"array('i', [57731, 50480])"
1742667638158957599,0,"array('i', [57731, 50480])"
1742667638208923839,0,"array('i', [57731, 50480])"
1742667638259143339,0,"array('i', [57731, 50480])"
1742667638308901321,0,"array('i', [57731, 50480])"
1742667638358876191,0,"array('i', [57731, 50480])"
1742667638408921117,0,"array('i', [57731, 50480])"
1742667638458923154,0,"array('i', [57731, 50480])"
1742667638498978024,0,"array('i', [57731, 50480])"
1742667638549447895,0,"array('i', [57731, 50480])"
1742667638599013302,0,"array('i', [57731, 50480])"
1742667638648865673,0,"array('i', [57731, 50480])"
1742667638698983098,0,"array('i', [57731, 50480])"
1742667638748875728,0,"array('i', [57731, 50480])"
1742667638799010006,0,"array('i', [57731, 50480])"
1742667638848942506,0,"array('i', [57731, 50480])"
1742667638898887821,0,"array('i', [57731, 50480])"
1742667638948914617,0,"array('i', [57731, 50480])"
1742667638998899524,0,"array('i', [57731, 50480])"
1742667639048958413,0,"array('i', [57731, 50480])"
1742667639098982246,0,"array('i', [57731, 50480])"
1742667639149088876,0,"array('i', [57731, 50480])"
1742667639199268117,0,"array('i', [57731, 50480])"
1742667639248945228,0,"array('i', [57731, 50480])"
1742667639298912228,0,"array('i', [57731, 50480])"
1742667639348886320,0,"array('i', [57731, 50480])"
1742667639398867987,0,"array('i', [57731, 50480])"
1742667639448924209,0,"array('i', [57731, 50480])"
1742667639488870968,0,"array('i', [57731, 50480])"
1742667639538892691,0,"array('i', [57731, 50480])"
1742667639588993357,0,"array('i', [57731, 50480])"
1742667639638893153,0,"array('i', [57731, 50480])"
1742667639689021746,0,"array('i', [57731, 50480])"
1742667639738900579,0,"array('i', [57731, 50480])"
1742667639788888024,0,"array('i', [57731, 50480])"
1742667639839026431,0,"array('i', [57730, 50480])"
1742667639889074616,0,"array('i', [57686, 50555])"
1742667639939361561,0,"array('i', [57562, 50771])"
1742667639988925690,0,"array('i', [57372, 51097])"
1742667640038977320,0,"array('i', [57133, 51506])"
1742667640088992690,0,"array('i', [56865, 51972])"
1742667640139103023,0,"array('i', [56600, 52463])"
1742667640189222468,0,"array('i', [56341, 52971])"
1742667640239024023,0,"array('i', [56090, 53495])"
1742667640288941968,0,"array('i', [55845, 54029])"
1742667640339021653,0,"array('i', [55608, 54570])"
1742667640388966783,0,"array('i', [55376, 55117])"
1742667640439653820,0,"array('i', [55149, 55670])"
1742667640479134634,0,"array('i', [54927, 56227])"
1742667640528964857,0,"array('i', [54711, 56785])"
1742667640579047190,0,"array('i', [54501, 57345])"
1742667640629124394,0,"array('i', [54301, 57905])"
1742667640678992875,0,"array('i', [54113, 58464])"
1742667640729869375,0,"array('i', [53940, 59022])"
1742667640778982319,0,"array('i', [53782, 59575])"
1742667640830688282,0,"array('i', [53639, 60117])"
1742667640878987523,0,"array('i', [53508, 60646])"
1742667640928927116,0,"array('i', [53391, 61160])"
