timestamp,layout.dim,layout.data_offset,data
1742667639818625283,"[std_msgs.msg.MultiArrayDimension(label='rows', size=58, stride=4), std_msgs.msg.MultiArrayDimension(label='cols', size=4, stride=1)]",0,"array('f', [5.0, 0.20000000298023224, 0.10000000149011612, 0.0, 5.0, 0.4000000059604645, 0.0, 0.0, 5.0, 0.6000000238418579, 0.10000000149011612, 0.0, 5.0, 0.800000011920929, 0.0, 0.0, 5.0, 1.0, 0.10000000149011612, 0.0, 5.0, 1.2000000476837158, 0.0, 0.0, 5.0, 1.399999976158142, 0.10000000149011612, 0.0, 5.0, 1.600000023841858, 0.0, 0.0, 6.0, 0.0, 0.0, 3.1415927410125732, 5.0, 1.600000023841858, 0.10000000149011612, 0.0, 5.0, 1.399999976158142, 0.0, 0.0, 5.0, 1.2000000476837158, 0.10000000149011612, 0.0, 5.0, 1.0, 0.0, 0.0, 5.0, 0.800000011920929, 0.10000000149011612, 0.0, 5.0, 0.6000000238418579, 0.0, 0.0, 5.0, 0.4000000059604645, 0.10000000149011612, 0.0, 5.0, 0.20000000298023224, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 5.0, 0.20000000298023224, 0.10000000149011612, 0.0, 5.0, 0.4000000059604645, 0.0, 0.0, 5.0, 0.6000000238418579, 0.10000000149011612, 0.0, 5.0, 0.800000011920929, 0.0, 0.0, 5.0, 1.0, 0.10000000149011612, 0.0, 5.0, 1.2000000476837158, 0.0, 0.0, 5.0, 1.399999976158142, 0.10000000149011612, 0.0, 5.0, 1.600000023841858, 0.0, 0.0, 6.0, 0.0, 0.0, 3.1415927410125732, 5.0, 1.600000023841858, 0.10000000149011612, 0.0, 5.0, 1.399999976158142, 0.0, 0.0, 5.0, 1.2000000476837158, 0.10000000149011612, 0.0, 5.0, 1.0, 0.0, 0.0, 5.0, 0.800000011920929, 0.10000000149011612, 0.0, 5.0, 0.6000000238418579, 0.0, 0.0, 5.0, 0.4000000059604645, 0.10000000149011612, 0.0, 5.0, 0.20000000298023224, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 5.0, 0.20000000298023224, 0.10000000149011612, 0.0, 5.0, 0.4000000059604645, 0.0, 0.0, 5.0, 0.6000000238418579, 0.10000000149011612, 0.0, 5.0, 0.800000011920929, 0.0, 0.0, 5.0, 1.0, 0.10000000149011612, 0.0, 5.0, 1.2000000476837158, 0.0, 0.0, 5.0, 1.399999976158142, 0.10000000149011612, 0.0, 5.0, 1.600000023841858, 0.0, 0.0, 6.0, 0.0, 0.0, 3.1415927410125732, 5.0, 1.600000023841858, 0.10000000149011612, 0.0, 5.0, 1.399999976158142, 0.0, 0.0, 5.0, 1.2000000476837158, 0.10000000149011612, 0.0, 5.0, 1.0, 0.0, 0.0, 5.0, 0.800000011920929, 0.10000000149011612, 0.0, 5.0, 0.6000000238418579, 0.0, 0.0, 5.0, 0.4000000059604645, 0.10000000149011612, 0.0, 5.0, 0.20000000298023224, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0])"
1742667756631234732,0,array('f')
