timestamp,layout.dim,layout.data_offset,data
1742663043106878132,"[std_msgs.msg.MultiArrayDimension(label='rows', size=13, stride=4), std_msgs.msg.MultiArrayDimension(label='cols', size=4, stride=1)]",0,"array('f', [5.0, 1.5, 0.0, 0.0, 6.0, 0.0, 0.0, 3.1415927410125732, 5.0, 0.0, 0.0, 3.1415927410125732, 6.0, 0.0, 0.0, 0.0, 5.0, 1.5, 0.0, 0.0, 6.0, 0.0, 0.0, 3.1415927410125732, 5.0, 0.0, 0.0, 3.1415927410125732, 6.0, 0.0, 0.0, 0.0, 5.0, 1.5, 0.0, 0.0, 6.0, 0.0, 0.0, 3.1415927410125732, 5.0, 0.0, 0.0, 3.1415927410125732, 6.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0])"
1742663156447920015,0,array('f')
